time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-13 00:00:00+00:00,147,11,2849,765
2022-09-14 00:00:00+00:00,138,14,1937,573
2022-09-15 00:00:00+00:00,38,13,1620,546
2022-09-16 00:00:00+00:00,81,16,2132,818
2022-09-17 00:00:00+00:00,81,8,1282,411
2022-09-18 00:00:00+00:00,100,11,1313,478
2022-09-19 00:00:00+00:00,157,18,1675,511
2022-09-20 00:00:00+00:00,18,15,1402,401
2022-09-21 00:00:00+00:00,51,14,1488,381
2022-09-22 00:00:00+00:00,123,14,854,260
2022-09-23 00:00:00+00:00,150,12,1050,272
2022-09-24 00:00:00+00:00,75,11,718,211
2022-09-25 00:00:00+00:00,8,7,864,232
2022-09-26 00:00:00+00:00,21,8,760,240
