time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-07 00:00:00+00:00,128,14,755,246
2022-10-08 00:00:00+00:00,28,15,977,316
2022-10-09 00:00:00+00:00,32,9,1278,471
2022-10-10 00:00:00+00:00,52,18,1196,320
2022-10-11 00:00:00+00:00,34,14,1070,414
2022-10-12 00:00:00+00:00,136,12,977,239
2022-10-13 00:00:00+00:00,55,17,965,203
2022-10-14 00:00:00+00:00,128,20,916,224
2022-10-15 00:00:00+00:00,26,13,738,230
2022-10-16 00:00:00+00:00,38,12,868,242
2022-10-17 00:00:00+00:00,67,14,989,243
2022-10-18 00:00:00+00:00,43,12,661,201
2022-10-19 00:00:00+00:00,38,9,571,229
2022-10-20 00:00:00+00:00,22,8,831,249
